PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO
5981891,Jardín del Templo de Debod,"Jardines diseñados para acompañar al templo donado por Egipto a España en 1968, y que fue instalado en el lugar ocupado por el antiguo Cuartel de la Montaña. Con dos grupos de cipreses ejemplares, a modo de grandes columnas de recibimiento, se divide en dos ámbitos a derecha e izquierda. El templo se sitúa con orientación  E-O , acompañado por dos sencillas láminas de agua sin caños ni surtidores, que forman una figura troncocónica de reminiscencias egipcias con dos anchos paseos laterales que desembocan en un balcón. Desde aquí se puede contemplar la famosa cornisa del Manzanares, con el Palacio Real, la Casa de Campo y los atardeceres más hermosos de Madrid. Los parterres del jardín, que se desarrollan a ambos lados, sólo realizan la función de marco vegetal de esta atractiva perspectiva, y se cierran en sí mismos con plazas, plátanos de alineación y grupos de palmitos y plantas mediterráneas sobre las praderas.",,Zonas Infantiles,"Metro: Plaza de España (líneas 3 y 10), Ventura Rodríguez (línea 3)  Bus: 25, 33, 39, 46, 74, 75, 148",Conservación:  Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad     Superficie:  58.512  m 2     % Especies predominantes (nombre común) con respecto a especies principales:   Árboles.   N&ordm;  total de unidades arbóreas: 731 Plátano de sombra 33% Pino piñonero 18% Olmo de Siberia 8% Ciruelo rojo 6%  Arbustos y Palmáceas.   N&ordm;  total de unidades arbustivas: 280 Palma de Fortune 46% Drácena indivisa 12% Palmera canaria 5%  Macizos arbustivos.  Superficie de macizos arbustivos: 4.023  m 2   Pyracanthas 6% Espirea de Vanhoutte 5% Celinda 4%,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c9c8f88faab7e210VgnVCM1000000b205a0aRCRD,FERRAZ,CALLE,V,1,,,,,MADRID,MADRID,28008,CASA DE CAMPO,MONCLOA-ARAVACA,439327,4475301,40.42425097,-3.716531856,,,,/contenido/entidadesYorganismos/ParquesJardines
5981149,Jardín el Torero,Zona verde formada por zonas terrizas y praderas de césped comunicadas entre sí por caminos adoquinados. Cuenta con dos pistas deportivas y una zona infantil. En el parque se pueden encontrar diversas especies arbóreas pero se observa un notable predominio de coníferas.,,Zonas infantiles  Instalaciones deportivas,"Bus: 23 , 55 , 60",Conservación:  Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad    Superficie:   7.130  m 2     % Especies predominantes (nombre común) con respecto a especies principales: Árboles.   N&ordm;  total de unidades arbóreas: 142 Pino piñonero 32% Olmo de siberia 27% Álamo blanco 11%   Arbustos.   N&ordm;  total de unidades arbustivas: 28 Arbusto de las mariposas 36% Griñolera 32% Aligustre 18%  Macizos arbustivos.  Superficie de macizos arbustivos: 135   m 2   Griñolera 37% Adelfa 52% Laurentino 10%,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee1a6a14ec67e210VgnVCM2000000c205a0aRCRD,TORERO,CALLE,V,6,,,,,MADRID,MADRID,28026,MOSCARDO,USERA,440223,4471734,40.39218269,-3.705634565,,,,/contenido/entidadesYorganismos/ParquesJardines
1984,Pabellón de los Jardines de Cecilio Rodríguez,,Visitas a los Jardines:   Octubre a marzo: de lunes a domingo de 10 a 18 horas.  Abril a septiembre: de lunes a domingo de 10 a 20 horas.   El Pabellón no es visitable.,Zona wifi,"Bus: 20, 26, 63, C",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0d8def4d7f71c010VgnVCM1000000b205a0aRCRD,URUGUAY,PASEO,V,,,,,"Entrada por la Puerta de Granada, frente a Avda. de Menéndez Pelayo, 67",MADRID,MADRID,28009,NIÑO JESUS,RETIRO,442712,4473970,40.41250111,-3.676499075,,,,/contenido/entidadesYorganismos/ParquesJardines
6004296,Palacio de Cristal de la Arganzuela (Invernadero),"El Invernadero de Arganzuela está situado en el  Paseo de la Chopera , junto al  río Manzanares . Es un edificio que forma parte del conjunto arquitectónico del histórico Matadero Municipal y del Mercado de Ganados. Fue proyectado y construido por el arquitecto Don Luis Bellido y González entre los años 1908 y 1928. Este recinto es conocido popularmente como 'Nave de las Patatas' y fue restaurado y rehabilitado para su uso como Invernadero en el año 1992.  La remodelación del edificio le ha situado en una posición de relevancia dentro de la arquitectura industrial. Se tomó como modelo los valiosos invernaderos decimonónicos contenidos en los parques de Viena o Londres, así como toda la Arquitectura del Hierro representativa del s. XIX.  El Invernadero Palacio de Cristal, está distribuido en un escenario central y cuatro espacios cerrados que representan microclimas diferentes, albergando cuatro clases diferentes de plantas: dos tropicales, uno subtropical y uno desértico. También dispone de láminas de agua, fuentes, rías y acuarios poblados de peces de diferente hábitat.","De martes a viernes de 9 a 15 horas.  Sábados, domingos y festivos de 10 a 14 horas.",,"Metro: Legazpi (Línea 3 y liínea 6)  Bus: 6, 18, 19, 45, 47, 59, 62, 76, 78, 86, 148, 247",Conservación:  Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad   Superficie :7.100  m2,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7d855cf8438de210VgnVCM1000000b205a0aRCRD,CHOPERA,PASEO,V,10,,,,,MADRID,MADRID,28045,CHOPERA,ARGANZUELA,440824,4471863,40.39338778,-3.698565633,,,,/contenido/entidadesYorganismos/ParquesJardines/ColeccionesBotanicas
5966148,Parque Agustín Rodríguez Sahagún,"El Parque Agustín Rodríguez Sahagún ocupa una gran extensión de 18 hectáreas. Está compuesto principalmente por praderas y una gran variedad de especies arbóreas, tanto frondosas como coníferas. Está dotado de varias zonas estanciales, áreas infantiles, de mayores y caninas. A lo largo de su superficie se distribuyen diferentes instalaciones deportivas, entre ellas un campo de fútbol reglado. El parque tiene una fuente ornamental en la que se ha incorporado un reloj de agua. Asimismo, dispone de un auditorio y  un carril bici  transcurre por gran parte de su superficie.  La zona verde más antigua del parque está ubicada entre la calle Marqués de Viana y la calle Capitán Blanco Argibay y anteriormente se llamaba Parque de la Huerta del Obispo.   .",,Zonas infantiles  Zonas de mayores  Instalaciones deportivas  Auditorios  Carril Bici,"Bus: 49 , 126 , 128",Conservación:  Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.    Superficie:  185.040  m 2     % Especies predominantes (nombre común) con respecto a especies principales:   Árboles.   N&ordm;  total de unidades arbóreas: 2.192 Ciprés común 13% Plátano de sombra 9% Ciruelo rojo 8% Pino piñonero 7%  Arbustos.   N&ordm;  total de unidades arbustivas: 72 Glicinia japonesa 39% Laurel cerezo 22% Madroño 7%  Macizos arbustivos.  Superficie de macizos arbustivos: 11.559  m&sup2;  Hiedra 8% Junípero 7% Madroño 6%,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a7a655b6e783e210VgnVCM1000000b205a0aRCRD,DIRECCION,PASEO,V,301,,,,,MADRID,MADRID,28029,VALDEACEDERAS,TETUAN,440441,4480396,40.47022952,-3.703879245,,,,/contenido/entidadesYorganismos/ParquesJardines
5979527,Parque Alcampo,"Parque emblemático de la zona al ser uno de los más antiguos del distrito de Moratalaz. Se compone de arbolado maduro y de numerosos parterres de césped, aunque recientemente se ha plantado arbolado nuevo.",,Zonas infantiles,"Metro: Estrella (línea 9)  Bus: 20, 30, 32",Conservación :Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.    Superficie:  10.775  m 2     % Especies predominantes (nombre común) con respecto a especies principales):   Árboles.   N&ordm;  total de unidades arbóreas: 197 Pino piñonero 27% Cerezo-ciruelo 23% Chopo de Simón 12% Olmo de Siberia 11%  Arbustos.   N&ordm;  total de unidades arbustivas: 7 Durillo 28% Bambú 28% Espirea 14%  Macizos arbustivos.  Superficie de macizos arbustivos: 1.264  m 2   Pitosporo 21% Cotoneaster 20% Cerezo-laurel 13%,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6b4d31811a17e210VgnVCM1000000b205a0aRCRD,CAMINO DE LOS VINATEROS,CALLE,V,1,,,,,MADRID,MADRID,28030,MEDIA LEGUA,MORATALAZ,444069,4473787,40.41094494,-3.660501734,,,,/contenido/entidadesYorganismos/ParquesJardines
10289409,Parque Alfredo Kraus,TENEMOS QUE PONER UNA PEQUEÑA DESCRIPCIÓN DEL PARQUE,Abierto todo el año.,,"Metro: 'Mar de Cristal', líneas 4 y 8  Autobuses: 87, 120, 125 y 172",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=14a8d36de4cca510VgnVCM2000001f4a900aRCRD,MAR ADRIATICO,CALLE,V,5,,,,,MADRID,MADRID,28033,PINAR DEL REY,HORTALEZA,445914,4480438,40.470983,-3.639325157,,,,/contenido/entidadesYorganismos/ParquesJardines
5993604,Parque Almansa,Parque emblemático de la zona al ser uno de los más antiguos del distrito. Se compone de arbolado maduro y de parterres de césped abundantes; aunque se ha plantado arbolado nuevo.  Es de gran uso por la juventud de la zona universitaria cercana y por los vecinos. Destaca que su perímetro está compuesto por una valla metálica con varias puertas principales y la ubicación de una caseta de mantenimiento.,,,,Conservación :Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=667c1544198be210VgnVCM2000000c205a0aRCRD,ALMANSA,CALLE,V,97,,,,,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,439620,4478074,40.44925267,-3.713342089,,,,/contenido/entidadesYorganismos/ParquesJardines
5984172,Parque Aluche,"Es uno de los parques principales del distrito, situado en el centro del mismo y dispone de servicios como kiosco, zonas infantiles, deportivas, para mayores, carril bici, etc.... Encontramos una lámina de agua, diferentes plantas y cedros y chopos de gran porte. Entre sus instalaciones se encuentra un arroyo con cascadas en recuerdo del Río Luche, que transcurrió por allí.",,Zonas infantiles  Zonas de mayores  Instalaciones deportivas  Auditorios  Carril bici  Carrusel  Kiosco,"Metro: Aluche (linea 5)  Bus: 25, 121, 131 y 138  RENFE: Aluche",Conservación : Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad    Superficie:  143.788  m&sup2;    % Especies predominantes (nombre común) con respecto a especies principales:   Árboles.   N&ordm;  total de unidades arbóreas: 2.814 Álamo plateado 32% Pino piñonero 32% Mimosa plateada 7% Olmo de Siberia 4%  Arbustos.   N&ordm;  total de unidades arbustivas: 41 Bambú 41% Junípero horizontal 27% Laurel cerezo 20%  Macizos arbustivos.  Superficie de macizos arbustivos: 10.521  m&sup2;  Pitosporo 37% Espino de fuego 9% Espirea 9%,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c5b4abb9e009e210VgnVCM1000000b205a0aRCRD,TEMBLEQUE,CALLE,V,45,,,,,MADRID,MADRID,28024,ALUCHE,LATINA,435672,4472009,40.39432036,-3.759281457,,,,/contenido/entidadesYorganismos/ParquesJardines
5986186,Parque Aluche - Poblados,"Parque muy céntrico del distrito que cuenta con mucha sombra, agradables zonas de descanso, praderas, fuentes, fútbol sala, zonas infantiles y petancas.",,Zonas infantiles  Instalaciones deportivas  Pistas de petanca,"Metro: Aluche (linea 5)  Bus: 17, 117, 139  Renfe: Aluche",Conservación : Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.    Superficie:  24.003  m&sup2;    % Especies predominantes (nombre común) con respecto a especies principales):   Árboles.   N&ordm;  total de unidades arbóreas: 360 Arce 48% Pino piñonero 8% Tilo de hojas grandes 13% Álamo blanco 6%  Macizos arbustivos.  Superficie de macizos arbustivos: 433  m&sup2;  Evónimo 13% Espirea 11% Fotinia 7%,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f96136c32a59e210VgnVCM2000000c205a0aRCRD,GUAREÑA,CALLE,V,22,,,,,MADRID,MADRID,28044,LAS AGUILAS,LATINA,435162,4471027,40.38543451,-3.765190216,,,,/contenido/entidadesYorganismos/ParquesJardines
5981072,Parque Alzola,"Este parque se encuentra localizado entre la Avenida Rafaela Ybarra y la calle Guetaria, cuenta con praderas de césped y macizos arbustivos y en su parte lateral tiene una amplia zona terriza con arbolado. Las distintas partes del parque se encuentran comunicadas mediante un camino principal de adoquín que lo atraviesa de un extremo a otro. Cuenta en su parte central con una zona infantil cercana a una plaza estancial rodeada de rosales.",,Zonas infantiles  Parking,"Bus: 60 , 131",Conservación:  Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.    Superficie:  10.495  m&sup2;    Especies predominantes (   %    con respecto a especies principales):   Árboles.     N&ordm;  total   de unidades arbóreas :  180 Árbol del amor 14% Acacia del Japón 12% Ciprés común 8% Falsa acacia 7%  Arbustos.   N&ordm;  total de unidades arbustivas :  9 Yuka 45% Aligustre 45% Palmera canaria 10%  Macizos arbustivos.  Superficie de macizos arbustivos:1.029  m&sup2;  Lilo 7% Espirea 7% Adelfa 6%,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=82a58b930b67e210VgnVCM2000000c205a0aRCRD,BEASAIN,CALLE,V,2,,,,,MADRID,MADRID,28041,ORCASITAS,USERA,439519,4468963,40.3671692,-3.713665563,,,,/contenido/entidadesYorganismos/ParquesJardines
5994520,Parque Antonio Pirala,"Este parque, cuyo diseño corrió a cargo de la arquitecta Myriam Silber Brodsky, fue galardonado en el año 1995 con el premio Alhambra de la Asociación española de Parques y Jardines Públicos.  Está situado en las confluencias de la calle Alcalá con el Puente de Ventas y la M-30 y una plaza aledaña en  C/  Santiago Massarnaú.  Se divide en varias zonas claramente diferenciadas:   Una escalinata conformada por varios tramos con una fuente ornamental en uno de los lados, plantaciones en jardineras de ladrillo y árboles dispuestos en cuadrícula, cuyo entramado se encuentra rodeado de acequias y que desemboca en un área de juegos infantiles y mesas de ajedrez y una segunda fuente ornamental en forma de pirámide truncada escalonada, con parterres que disponen de numerosos bancos.  Un área canina que da paso a varias pistas polideportivas rodeadas de plantaciones de diversas especies.  Una pequeña zona forestal que finaliza en una pasarela.",,Zonas infantiles  Zonas caninas  Instalaciones deportivas,"Metro: Carmen, Ventas (linea 5 y linea 2)  Bus: 38, 106, 110, 146, 210",Conservación : Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.    Superficie:  21.675  m&sup2;    % Especies predominantes (nombre común) con respecto a especies principales):   Árboles.     N&ordm;  total de unidades  arbóreas: 460 Álamo blanco 23% Olmo de Siberia 13% Pino piñonero 12% Paulonia 10%  Arbustos.   N&ordm;  total de unidades arbustivas: 58 Boj 35% Fotinia 30% Durillo 38%  Macizos arbustivos.  Superficie de macizos arbustivos: 3.147  m&sup2;  Hiedra 21% Espino de fuego 15% Griñolera 10%,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d77f1a2a419be210VgnVCM1000000b205a0aRCRD,ANTONIO PIRALA,CALLE,V,8,,,,,MADRID,MADRID,28017,VENTAS,CIUDAD LINEAL,444156,4475752,40.4286526,-3.659649292,,,,/contenido/entidadesYorganismos/ParquesJardines
5962985,Parque Anunciación,Pequeño parque urbano con estancia de juegos infantiles. Destacan en él sus praderas y sus cedros de gran porte.,,,"Bus: 20, 26, 63.",Conservación :Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.    Superficie:  4.088  m&sup2;    % Especies predominantes (nombre común) con respecto a especies principales:   Árboles.   N&ordm;  total de unidades arbóreas: 38 Ciprés de Arizona 16% Tilo de hojas grandes 16% Tuya occidental 16% Cedro del Atlas 13%  Arbustos.   N&ordm;  total de unidades arbustivas: 38  Tuya oriental 32% Evónimo 18% Laurel cerezo 13%  Macizos arbustivos.  Superficie de macizos arbustivos: 249  m&sup2;  Griñolera 23% Pitosporo 22% Adelfa 20%,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=18f52d0109d2e210VgnVCM2000000c205a0aRCRD,ANUNCIACION,CALLE,V,1,,,,,MADRID,MADRID,28009,NIÑO JESUS,RETIRO,442769,4473906,40.41192842,-3.675833317,,,,/contenido/entidadesYorganismos/ParquesJardines
5985636,Parque Arquitecto Antonio Palacios,"El diseño del parque se basa en círculos concéntricos alrededor de las dos zonas más elevadas del parque. En los taludes de una de ellas se encuentran varias especies de  Juniperus  y los de la otra están tapizados de pradera. En cada círculo aparece una tipología diferente, terrizo, árboles, árboles con arbusto asociado. En la parte sur cuenta con una zona infantil y en la parte norte aparece una zona estancial en un grupo de pinos, que están rodeados por una glorieta circular con bancos, en cuyo centro hay instalada una escultura de acero de tres piezas verticales.",,Zonas infantiles  Esculturas,"Metro: Torre Arias (línea 5)  Bus: 28, 48",Conservación:  Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.    Superficie:  13.850  m 2     % Especies predominantes (nombre común) con respecto a especies principales:   Árboles.   N&ordm;  total de unidades arbóreas: 220 Morera 45% Pino piñonero 31% Fresno 11% Castaño de Indias 6%  Arbustos.   N&ordm;  total de unidades arbustivas: 9 Espino de fuego 100%  Macizos arbustivos.  Superficie de macizos arbustivos: 2.378  m 2   Pitosporo 29% Adelfa 24% Berberis14%,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a4e39f4e0f49e210VgnVCM2000000c205a0aRCRD,FENELON,CALLE,V,17,,,,,MADRID,MADRID,28022,CANILLEJAS,SAN BLAS-CANILLEJAS,448481,4476811,40.43847239,-3.608750153,,,,/contenido/entidadesYorganismos/ParquesJardines
5979932,Parque Arroyo Fontarrón,Zona verde periférica en talud que conecta los bordes de los barrios de Moratalaz con el lateral de la autovía A-3. Se diferencian dos zonas: una forestal y otra con plantaciones de árboles y arbustos ornamentales. El límite con la  C/  Arroyo Fontarrón es un paseo arbolado terrizo con carril bici.,,Zonas infantiles  Zonas caninas,"Bus: 8, 20, 30, 100",Conservación a cargo de:  Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.    Superficie:  35.450   m 2     % Especies predominantes (nombre común) con respecto a especies principales:   Árboles.   N&ordm;  total de unidades arbóreas: 445 Pino piñonero 61% Olmo de Siberia 23% Alamo blanco 3% Olmo común 2%  Arbustos .  N&ordm;  total de unidades arbustivas: 2 Palo loro 100%  Macizos arbustivos.  Superficie de macizos arbustivos:  2.018  m&sup2;  Espino de fuego 18% Lavanda 16% Enebro rastrero 10%,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=38c946a92b57e210VgnVCM1000000b205a0aRCRD,ARROYO FONTARRON,CALLE,V,22,,,,,MADRID,MADRID,28030,PAVONES,MORATALAZ,446121,4471976,40.39476596,-3.636164605,,,,/contenido/entidadesYorganismos/ParquesJardines
5993155,Parque Arroyo Fresno,Zona Verde que consta de una parte ajardinada con césped y arbolado joven y otra parte más forestal con una lámina de agua de gran tamaño. También limita el parque una franja del carril bici que circunda Madrid y es de gran uso vecinal.,,Zonas infantiles  Instalaciones deportivas  Zona de petancas,Bus: 49,Conservación:  Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.    Superficie:  107.657  m 2     % Especies predominantes (nombre común) con respecto a especies principales):   Árboles.   N&ordm;  total de unidades arbóreas: 575 Pino piñonero 24% Almez 15% Olmo de Siberia 11% Plátano de sombra 10%  Arbustos.   N&ordm;  total de unidades arbustivas: 3 Ciruelo rojo 100%  Macizos arbustivos.  Superficie de macizos arbustivos: 6.504  m&sup2;  Espino de fuego 77% Agracejo 4%,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=915fc8c5494be210VgnVCM2000000c205a0aRCRD,VENTISQUERO DE LA CONDESA,AVENIDA,V,43,,,,,MADRID,MADRID,28035,MIRASIERRA,FUENCARRAL-EL PARDO,439357,4482915,40.49284297,-3.716906972,,,,/contenido/entidadesYorganismos/ParquesJardines
5992721,Parque Arroyo de los Pinos,"Parque de reciente construcción con diferentes especies arbustivas, zonas de recreo y zona infantil.",,Zonas infantiles,Metro: Antonio Machado (linea 7)  Bus: 132,Conservación : Dirección General de Gestión del Agua y Zonas Verdes Área de Gobierno de Medio Ambiente y Movilidad.    Superficie:  25.798   m&sup2;    % Especies predominantes (nombre común) con respecto a especies principales: Árboles.  N&ordm;  total de unidades arbóreas: 141 Almez 39% Ciruelo rojo 23% Cedro llorón 15% Aligustre 21%  Macizos arbustivos.  Superficie de macizos arbustivos: 9.927  m&sup2;  Tomillo 44% Romero 36% Cotoneaster %24,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3b97545fb44be210VgnVCM2000000c205a0aRCRD,JOAQUIN LORENZO,CALLE,V,21,,,,,MADRID,MADRID,28035,PEÑA GRANDE,FUENCARRAL-EL PARDO,438722,4480766,40.47343735,-3.724191544,,,,/contenido/entidadesYorganismos/ParquesJardines
5982306,Parque Avenida de Portugal,"Es una zona con parterres de diseño y floridos cerezos, ya que esta carretera va hacia Extremadura, zona conocida por este tipo de planta. De reciente construcción, ha dado a la zona un nuevo enfoque, además de cambiar radicalmente todo su entrono, ya que está construido sobre el nuevo túnel de la A-5. El adoquín es en forma de mosaico negro y beigue recordando los suelos lisboetas.",,,"Bus: 25, 33, 31, 36, 39, 65, 138",Conservación : Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.    Superficie:  30.719  m 2     % Especies predominantes (nombre común) con respecto a especies principales: Árboles.   N&ordm;  total de unidades arbóreas: 701 Cerezo silvestre 100%  Macizos arbustivos.   N&ordm;  total de unidades arbóreas: 701 Hiedra 100%,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4838d459b008e210VgnVCM1000000b205a0aRCRD,A-5,AUTOVIA,T,300,,,,,MADRID,MADRID,28011,PUERTA DEL ANGEL,LATINA,437693,4473971,40.41214881,-3.735662031,,,,/contenido/entidadesYorganismos/ParquesJardines
5977882,Parque Azorín,"Este parque es el más emblemático y antiguo del distrito Puente de Vallecas, ya que data de los años 50. Se caracteriza por situarse en pendiente, a tres alturas: desde la zona destinada a uso infantil, la más baja, pasando por una zona de transición de paseos hasta la más alta, donde existe una lámina de agua y juego de mayores.    Este parque se creó tras la guerra civil  en terrenos cedidos por el militar Teniente Muñoz Díaz (que ahora lleva el nombre de una de las calles adyacentes).",,Zonas infantiles   Zonas de mayores  Instalaciones deportivas  Fuente ornamental,"Metro: Buenos Aires (línea 1)  Bus: 10, 54, 58, 103, 136",Conservación:  Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.    Superficie:  47.434  m&sup2;    % Especies predominantes (nombre común) con respecto a especies principales: Árboles.   N&ordm;  total   de unidades arbóreas: 597 Pino de Alepo 24% Álamo plateado 14% Ciprés de Arizona 11% Castaño de Indias 7%  Arbustos.   N&ordm;  total de unidades arbustivas: 13 Laruel-cerezo 65% Taray 15% Aligustre 8%  Macizos arbustivos.  Superficie de macizos arbustivos: 4.350  m&sup2;  Madreselva 28% Adelfa 15% Hierba de La Pampa 8%,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dcdc36e498c6e210VgnVCM2000000c205a0aRCRD,ALBUFERA,AVENIDA,V,142,,,,,MADRID,MADRID,28038,PALOMERAS BAJAS,PUENTE DE VALLECAS,444559,4471619,40.39144717,-3.654537741,,,,/contenido/entidadesYorganismos/ParquesJardines
5983153,Parque Barrio Las Musas,"Zona verde diseñada en dos alturas, separadas mediante una rampa. La zona más baja, con entrada por Avda de Niza, se compone de unos terrizos sobre los que se asientan dos áreas infantiles y dos alineaciones de árboles. El talud que separa las dos zonas está cubierto con diversas plantas aromáticas. La zona más elevada es un terrizo con arbolado disperso, cruzado por un camino de loseta hidráulica y que dispone de unos bancos corridos dispuestos de forma circular. Entre esta explanada y la  C/  Julia García Boután aparecen una serie de paseos pavimentados rodeados de zonas de pradera, que a su vez están delimitadas por setos de aligustre, contando así mismo con arbolado consolidado de diferentes especies.",,Zonas Infantiles,"Metro: Las Musas (linea 7)  Bus: 38, 140",Conservación :Dirección General de gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.    Superficie: 8.818    m 2      % Especies predominantes (nombre común) con respecto a especies principales:   Árboles.   N&ordm;  total de unidades arbóreas: 180 Acacia del Japón 24% Plátano de sombra 18% Castaño de Indias 7% Ciprés común 7%  Arbustos.   N&ordm;  total de unidades arbustivas: 8 Ligustrina 25% Acanto 12% Evónimo 12%  Macizos arbustivos.  Superficie de macizos arbustivos: 1.326  m 2   Adelfa 27% Tilo plateado 14% Madroño 13%,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bf326ca7fd08e210VgnVCM1000000b205a0aRCRD,NIZA,AVENIDA,V,55,,B,,,MADRID,MADRID,28022,ROSAS,SAN BLAS-CANILLEJAS,448571,4476063,40.43173953,-3.60762837,,,,/contenido/entidadesYorganismos/ParquesJardines
