 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;DISTRITO;TIPO;AUDIENCIA
10594423;Álbum ilustrado infantil;;0;0;;;2018-01-20 00:00:00.0;2018-01-20 23:59:00.0;11:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=07bc9e5f13ae0610VgnVCM1000001d4a900aRCRD;Álbum ilustrado infantil;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a1389e5f13ae0610VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e791bed05ceed310VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro;442454;4474428;404.166.091.081.099;-36.795.930.368.034.800;RETIRO;/contenido/actividades/ConcursosCertamenes;/usuario/Niños
10591387;Annie Hart;;1;0;;;2018-01-27 00:00:00.0;2018-01-27 23:59:00.0;19:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=15bdc6c71cbd0610VgnVCM2000001f4a900aRCRD;Annie Hart;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bb8dc6c71cbd0610VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=30181e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Galileo (Chamberí);439851;4476347;4.043.371.190.964.790;-37.104.543.597.957.700;CHAMBERI;/contenido/actividades/1ciudad21distritos;
10578375;Antes que el diablo sepa que estás muerto;;1;0;;;2018-01-26 00:00:00.0;2018-01-26 23:59:00.0;19:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6f163eeb70370610VgnVCM2000001f4a900aRCRD;Antes que el diablo sepa que estás muerto;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fec23eeb70370610VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=03f7cbf06c81c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural Santa Petronila (Villaverde);441386;4467139;4.035.087.114.162.280;-3.691.508.909.255.180;VILLAVERDE;/contenido/actividades/CircoPerformanceTeatro/ComediaMonologo;
10578782;Antología de la Danza Española;;1;0;;;2018-01-26 00:00:00.0;2018-01-26 23:59:00.0;19:00;Danza: El Ballet Español de Latina;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c484eb0af8370610VgnVCM2000001f4a900aRCRD;Programa de actividades en el Centro Cultural Fernando de los Ríos (Latina);http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=36e6d0843f893510VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3d973d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Fernando de los Ríos (Latina);435929;4472140;4.039.552.931.214.330;-37.562.667.464.373.200;LATINA;/contenido/actividades/DanzaBaile;
10583656;Antología de la Zarzuela;;0;0;;;2018-01-25 00:00:00.0;2018-01-25 23:59:00.0;19:00;Ensayo Orquesta Filarmónica.  Para todos los públicos.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a056a7646b790610VgnVCM2000001f4a900aRCRD;Actividades en el Centro Cultural Eduardo Úrculo;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a6482b01a436c510VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f8f9338588355210VgnVCM1000000b205a0aRCRD;Centro Cultural Eduardo Úrculo (Tetuán);440967;4480259;4.046.903.299.144.090;-36.976.620.067.964.900;TETUAN;/contenido/actividades/Musica;
10579858;Antonio García Ortiz;;1;1;L,M,X,J,V,S,D;;2018-01-02 00:00:00.0;2018-01-31 23:59:00.0;0:00;Exposición de acuarelas;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1a3f241703870610VgnVCM1000001d4a900aRCRD;Programación enero. Centro Cultural Carril del Conde (Hortaleza);http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7733f90be6e4f510VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=66a7cbf06c81c010VgnVCM1000000b205a0aRCRD;Centro Cultural Carril del Conde (Hortaleza);444625;4479327;4.046.088.953.531.130;-36.544.210.187.969.400;HORTALEZA;/contenido/actividades/Exposiciones;
10587352;Aprende a hacer cremas caseras y mascarillas faciales;;1;0;;;2018-01-26 00:00:00.0;2018-01-26 23:59:00.0;16:30;Taller de cosmética natural dirigido a público adulto.  De 16:30 a 18:00 horas.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8fb1d3c4acbb0610VgnVCM1000001d4a900aRCRD;Talleres de cosmética natural;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a8eed3c4acbb0610VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=97521076c081c010VgnVCM1000000b205a0aRCRD;Aula de ecología: La Cabaña del Retiro;442470;4473596;4.040.911.512.464.530;-36.793.290.785.184.300;RETIRO;/contenido/actividades/CursosTalleres;
10583830;Aquí no pasa nada;;1;0;;;2018-03-02 00:00:00.0;2018-03-02 23:59:00.0;19:00;TEATRO    Compañía:  Cosas del directo  En la institución El feliz descanso todos sus residentes viven entretenidos su ancianidad. Juegan, cotillean y aceptan que la vida adulta se ha terminado y que toca volver a ser niños. Hasta que reciben a Marcelo, un soñador vagabundo, que consciente de su vejez, sólo es capaz de entender la residencia como una prisión.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7d582babb1890610VgnVCM1000001d4a900aRCRD;Actividades Centro Cultural Príncipe de Asturias. Marzo 2018.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f1c597624e790610VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d1ca1e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Príncipe de Asturias (Ciudad Lineal);446058;4476602;40.436.444.648.624.800;-36.373.000.672.722.600;CIUDAD LINEAL;/contenido/actividades/ProgramacionDestacadaAgendaCultura;
10579544;Artistas y Punto;;1;0;;;2018-01-26 00:00:00.0;2018-01-26 23:59:00.0;19:00;Teatro: La Compañía ? Artistas y Punto?,  presentan, 'Las paredes oyen' de Ruiz de Alarcón. Dirigida por Lidio Sánchez Caro.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a938241703870610VgnVCM1000001d4a900aRCRD;Programa de actividades en el Centro Socio Cultural San José de Calasanz;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=97a7b1a5e9470610VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2bae598d1351c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural San José de Calasanz (Latina);437939;4473339;4.040.647.389.284.970;-37.327.010.920.242.000;LATINA;/contenido/actividades/CircoPerformanceTeatro;
10594385;Asociación Coral `Ricardo Villa´;;1;0;;;2018-03-15 00:00:00.0;2018-03-15 23:59:00.0;19:00;MÚSICA CORAL   Formada por personas de distintas edades, y profesiones unidas por su dedicación y amor a la música, ha celebrado recientemente su  XXV  aniversario. Nos presenta un programa en el que se hace un recorrido por el repertorio coral más interesante.   Edad recomendada : Para todo público.   Duración :  1  hora;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d0ada3ce32ae0610VgnVCM2000001f4a900aRCRD;Actividades Centro Cultural San Juan Bautista. Marzo 2018.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=162dc84b0a6d0610VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Cultural San Juan Bautista (Ciudad Lineal);444312;4478369;4.045.224.737.965.270;-36.580.402.287.911.900;CIUDAD LINEAL;/contenido/actividades/ProgramacionDestacadaAgendaCultura;
10580885;Atraco perfecto;;1;0;;;2018-01-24 00:00:00.0;2018-01-24 23:59:00.0;18:30;Amplíe información.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=10683cf88a970610VgnVCM2000001f4a900aRCRD;Cine en Mario Vargas Llosa;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=99483cf88a970610VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD;Biblioteca Pública Municipal Mario Vargas Llosa (Centro);440755;4475555;40.426.642.215.368.100;-3.699.722.994.908.340;CENTRO;/contenido/actividades/CineActividadesAudiovisuales;
10579164;Baila conmigo.;;1;0;;;2018-02-09 00:00:00.0;2018-02-09 23:59:00.0;19:00;TEATRO MUSICAL INFANTIL    Compañía : Teatro del Filo  Carmela y Olivia, dos chicas apasionadas por el baile se dirigen a un examen para conseguir la  beca que ofrece una importantísima compañía de danza. Un suceso extraordinario las desviará de su primer objetivo: a mitad de camino Olivia recibe un WhatsApp invitándole a participar en el reality de moda: `Dance with me´. El programa en  cuestión ofrece nada menos que LA FAMA y Olivia a pesar de las recriminaciones de su amiga, decide contestar...    Edad recomendada:  Para todo público.   Duración aproximada:  70 minutos.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=21b0d461e0470610VgnVCM2000001f4a900aRCRD;Actividades Centro Cultural La Elipa. Febrero 2018.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=45720cd7d0550610VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6c191e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Cultural la Elipa (Ciudad Lineal);444934;4475281;4.042.447.060.804.350;-36.504.253.324.201.100;CIUDAD LINEAL;/contenido/actividades/DanzaBaile;
10578591;Ballet de los Pueblos del Mundo;;1;0;;;2018-01-27 00:00:00.0;2018-01-27 23:59:00.0;19:00;Danza: El ballet Ara de Madrid. Conociendo el mundo a través de la Danza. 45 artistas en el escenario entre bailarines, músicos y cantantes, con un extraordinario vestuario originario de cada país representado. Dirección y coreografía: Carmina Villar;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=71cf386a64370610VgnVCM2000001f4a900aRCRD;Programa de actividades en el Auditorio Paco de Lucía (Latina);http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c43204688d983510VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6089ba61e681c010VgnVCM1000000b205a0aRCRD;Auditorio y sala de exposiciones Paco de Lucía;435440;4470991;4.038.513.183.038.140;-3.761.911.556.533.900;LATINA;/contenido/actividades/DanzaBaile;
10597862;Banda de la Escuela Municipal de Música Almudena Cano (Arganzuela);;1;0;;;2018-04-22 00:00:00.0;2018-04-22 23:59:00.0;12:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0d15af6a14401610VgnVCM1000001d4a900aRCRD;La nave sonora. Conciertos;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=37e086a61b75f510VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4582ee06ea5ee310VgnVCM2000000c205a0aRCRD;Naves Matadero. Centro Internacional Artes Vivas;440934;4471754;4.039.241.374.953.320;-3.697.247.685.884.220;ARGANZUELA;/contenido/actividades/Musica/DjsElectronicaExperimental;
10597840;Banda de la Escuela Municipal de Música Federico Chueca (Hortaleza);;1;0;;;2018-01-28 00:00:00.0;2018-01-28 23:59:00.0;12:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=84e4af6a14401610VgnVCM1000001d4a900aRCRD;La nave sonora. Conciertos;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=37e086a61b75f510VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4582ee06ea5ee310VgnVCM2000000c205a0aRCRD;Naves Matadero. Centro Internacional Artes Vivas;440934;4471754;4.039.241.374.953.320;-3.697.247.685.884.220;ARGANZUELA;/contenido/actividades/Musica/DjsElectronicaExperimental;
10597846;Banda de la Escuela Municipal de Música Manuel Vázquez Montalbán (Tetuán);;1;0;;;2018-02-18 00:00:00.0;2018-02-18 23:59:00.0;12:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c7e4af6a14401610VgnVCM1000001d4a900aRCRD;La nave sonora. Conciertos;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=37e086a61b75f510VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4582ee06ea5ee310VgnVCM2000000c205a0aRCRD;Naves Matadero. Centro Internacional Artes Vivas;440934;4471754;4.039.241.374.953.320;-3.697.247.685.884.220;ARGANZUELA;/contenido/actividades/Musica/DjsElectronicaExperimental;
10599152;Banquete de canto y poesía;;1;0;;;2018-02-18 00:00:00.0;2018-02-18 23:59:00.0;11:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0e5f0ff8cdd01610VgnVCM2000001f4a900aRCRD;Banquete de canto y poesía;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=890e0ff8cdd01610VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Casa del Reloj (Arganzuela);440695;4471989;40.394.522.745.106.700;-37.000.855.961.559.800;ARGANZUELA;/contenido/actividades/ProgramacionDestacadaAgendaCultura;
