Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);Precipitación (l/m2);Tº (ºC);V.vien (m/s)
25/10/2017;08:00;162;71;Muy buena / Oso ona;318;37;Muy buena / Oso ona;17;Muy buena / Oso ona;143;76;0;14,3;0,42
25/10/2017;07:00;90;56;Muy buena / Oso ona;193;27;Muy buena / Oso ona;11;Muy buena / Oso ona;163;81;0;13;0,37
25/10/2017;06:00;65;53;Muy buena / Oso ona;153;21;Muy buena / Oso ona;10;Muy buena / Oso ona;94;87;0;11,9;2,12
25/10/2017;05:00;19;52;Muy buena / Oso ona;80;22;Muy buena / Oso ona;14;Muy buena / Oso ona;96;82;0;13,4;1,62
25/10/2017;04:00;14;51;Muy buena / Oso ona;72;22;Muy buena / Oso ona;14;Muy buena / Oso ona;110;79;0;14,2;0,64
25/10/2017;03:00;23;55;Muy buena / Oso ona;90;31;Muy buena / Oso ona;16;Muy buena / Oso ona;301;79;0;14,5;0,81
25/10/2017;02:00;19;56;Muy buena / Oso ona;85;23;Muy buena / Oso ona;11;Muy buena / Oso ona;87;85;0;13,4;1,76
25/10/2017;01:00;19;60;Muy buena / Oso ona;89;18;Muy buena / Oso ona;9;Muy buena / Oso ona;91;85;0;13,7;2,05
24/10/2017;24:00;20;64;Muy buena / Oso ona;94;20;Muy buena / Oso ona;9;Muy buena / Oso ona;96;84;0;14,1;2,43
24/10/2017;23:00;13;67;Muy buena / Oso ona;87;18;Muy buena / Oso ona;8;Muy buena / Oso ona;100;83;0;14,6;2,66
24/10/2017;22:00;34;75;Muy buena / Oso ona;125;19;Muy buena / Oso ona;10;Muy buena / Oso ona;94;82;0;14,9;2,91
24/10/2017;21:00;7;59;Muy buena / Oso ona;68;9;Muy buena / Oso ona;8;Muy buena / Oso ona;97;77;0;16,1;1,71
24/10/2017;20:00;2;44;Muy buena / Oso ona;46;11;Muy buena / Oso ona;3;Muy buena / Oso ona;280;76;0;17;1,41
24/10/2017;19:00;1;32;Muy buena / Oso ona;33;11;Muy buena / Oso ona;3;Muy buena / Oso ona;283;78;0;17;2,41
24/10/2017;18:00;2;39;Muy buena / Oso ona;41;11;Muy buena / Oso ona;3;Muy buena / Oso ona;280;78;0;17,3;3,22
24/10/2017;17:00;3;31;Muy buena / Oso ona;36;8;Muy buena / Oso ona;4;Muy buena / Oso ona;302;73;0;18,5;4,45
24/10/2017;16:00;8;39;Muy buena / Oso ona;50;11;Muy buena / Oso ona;5;Muy buena / Oso ona;304;66;0;20;4,67
24/10/2017;15:00;7;33;Muy buena / Oso ona;43;28;Muy buena / Oso ona;6;Muy buena / Oso ona;301;66;0;21,1;4,56
24/10/2017;14:00;32;71;Muy buena / Oso ona;119;26;Muy buena / Oso ona;13;Muy buena / Oso ona;103;43;0;25,2;1,24
24/10/2017;13:00;45;71;Muy buena / Oso ona;139;27;Muy buena / Oso ona;15;Muy buena / Oso ona;94;42;0;23,9;2,99
24/10/2017;12:00;56;66;Muy buena / Oso ona;152;32;Muy buena / Oso ona;14;Muy buena / Oso ona;96;47;0;21,1;3,47
24/10/2017;11:00;83;70;Muy buena / Oso ona;195;42;Buena / Ona;15;Muy buena / Oso ona;94;55;0;17,9;4,07
24/10/2017;10:00;106;71;Muy buena / Oso ona;233;46;Buena / Ona;15;Muy buena / Oso ona;92;64;0;14,8;4,27
24/10/2017;09:00;130;70;Muy buena / Oso ona;269;40;Muy buena / Oso ona;13;Muy buena / Oso ona;94;73;0;12,2;3,8
24/10/2017;08:00;122;67;Muy buena / Oso ona;253;24;Muy buena / Oso ona;10;Muy buena / Oso ona;94;81;0;10,4;3,83
24/10/2017;07:00;81;57;Muy buena / Oso ona;180;17;Muy buena / Oso ona;10;Muy buena / Oso ona;97;83;0;9,9;3,55
24/10/2017;06:00;58;50;Muy buena / Oso ona;137;13;Muy buena / Oso ona;6;Muy buena / Oso ona;92;86;0;9,6;3,7
24/10/2017;05:00;32;47;Muy buena / Oso ona;94;14;Muy buena / Oso ona;6;Muy buena / Oso ona;97;87;0;9,8;3,29
24/10/2017;04:00;21;43;Muy buena / Oso ona;74;15;Muy buena / Oso ona;5;Muy buena / Oso ona;90;89;0;9,7;3,34
24/10/2017;03:00;16;43;Muy buena / Oso ona;67;13;Muy buena / Oso ona;5;Muy buena / Oso ona;90;90;0;9,9;2,97
24/10/2017;02:00;12;44;Muy buena / Oso ona;62;13;Muy buena / Oso ona;5;Muy buena / Oso ona;90;89;0;10,3;2,55
24/10/2017;01:00;20;50;Muy buena / Oso ona;80;10;Muy buena / Oso ona;6;Muy buena / Oso ona;88;87;0;10,9;2,31
23/10/2017;24:00;26;55;Muy buena / Oso ona;94;16;Muy buena / Oso ona;6;Muy buena / Oso ona;90;86;0;11,3;2,49
23/10/2017;23:00;31;64;Muy buena / Oso ona;110;14;Muy buena / Oso ona;7;Muy buena / Oso ona;89;81;0;12,3;2,24
23/10/2017;22:00;26;69;Muy buena / Oso ona;108;9;Muy buena / Oso ona;13;Muy buena / Oso ona;87;77;0;13,2;2,05
23/10/2017;21:00;12;73;Muy buena / Oso ona;90;10;Muy buena / Oso ona;19;Muy buena / Oso ona;107;70;0;14,4;0,93
23/10/2017;20:00;8;72;Muy buena / Oso ona;83;9;Muy buena / Oso ona;22;Muy buena / Oso ona;283;71;0;15,1;0,77
23/10/2017;19:00;2;57;Muy buena / Oso ona;59;8;Muy buena / Oso ona;21;Muy buena / Oso ona;257;67;0;15,6;0,68
23/10/2017;18:00;3;35;Muy buena / Oso ona;40;5;Muy buena / Oso ona;4;Muy buena / Oso ona;279;70;0;16,3;1,15
23/10/2017;17:00;2;22;Muy buena / Oso ona;25;6;Muy buena / Oso ona;4;Muy buena / Oso ona;277;66;0;17,5;1,49
23/10/2017;16:00;2;23;Muy buena / Oso ona;27;8;Muy buena / Oso ona;3;Muy buena / Oso ona;299;64;0;17,8;2,72
23/10/2017;15:00;6;26;Muy buena / Oso ona;34;8;Muy buena / Oso ona;3;Muy buena / Oso ona;298;63;0;18,1;2,93
23/10/2017;14:00;7;23;Muy buena / Oso ona;34;17;Muy buena / Oso ona;4;Muy buena / Oso ona;303;64;0;18,3;3,49
23/10/2017;13:00;15;38;Muy buena / Oso ona;61;10;Muy buena / Oso ona;4;Muy buena / Oso ona;315;56;0;19,3;0,9
23/10/2017;12:00;27;46;Muy buena / Oso ona;87;15;Muy buena / Oso ona;3;Muy buena / Oso ona;96;61;0;17,4;1,03
23/10/2017;11:00;44;49;Muy buena / Oso ona;115;21;Muy buena / Oso ona;3;Muy buena / Oso ona;82;68;0;15,2;0,78
23/10/2017;10:00;52;53;Muy buena / Oso ona;132;23;Muy buena / Oso ona;3;Muy buena / Oso ona;93;77;0;12,8;1,63
23/10/2017;09:00;90;56;Muy buena / Oso ona;193;19;Muy buena / Oso ona;3;Muy buena / Oso ona;91;86;0;10,7;2,16
23/10/2017;08:00;65;54;Muy buena / Oso ona;152;11;Muy buena / Oso ona;2;Muy buena / Oso ona;89;90;0;9,6;2,15
23/10/2017;07:00;62;50;Muy buena / Oso ona;144;11;Muy buena / Oso ona;2;Muy buena / Oso ona;90;95;0;8,7;2,66
23/10/2017;06:00;32;46;Muy buena / Oso ona;94;10;Muy buena / Oso ona;2;Muy buena / Oso ona;89;96;0;8,8;2,56
23/10/2017;05:00;11;41;Muy buena / Oso ona;56;5;Muy buena / Oso ona;2;Muy buena / Oso ona;91;96;0;9,1;2,78
23/10/2017;04:00;3;30;Muy buena / Oso ona;35;5;Muy buena / Oso ona;2;Muy buena / Oso ona;87;96;0;9,5;2,84
23/10/2017;03:00;1;21;Muy buena / Oso ona;22;5;Muy buena / Oso ona;2;Muy buena / Oso ona;88;95;0;9,9;2,38
23/10/2017;02:00;1;26;Muy buena / Oso ona;27;6;Muy buena / Oso ona;2;Muy buena / Oso ona;89;94;0;10,4;1,77
23/10/2017;01:00;1;30;Muy buena / Oso ona;31;6;Muy buena / Oso ona;2;Muy buena / Oso ona;92;92;0;11,1;1,39
22/10/2017;24:00;;;Sin datos / Daturik gabe;27;3;Muy buena / Oso ona;3;Muy buena / Oso ona;87;89;0;11,7;1,26
22/10/2017;23:00;;;Sin datos / Daturik gabe;18;6;Muy buena / Oso ona;3;Muy buena / Oso ona;328;85;0;12,5;0,3
22/10/2017;22:00;1;30;Muy buena / Oso ona;26;8;Muy buena / Oso ona;2;Muy buena / Oso ona;253;83;0;13,1;0,26
22/10/2017;21:00;1;28;Muy buena / Oso ona;29;4;Muy buena / Oso ona;2;Muy buena / Oso ona;96;81;0;13,7;1,01
22/10/2017;20:00;;;Sin datos / Daturik gabe;10;3;Muy buena / Oso ona;2;Muy buena / Oso ona;288;78;0;14;1,02
22/10/2017;19:00;;;Sin datos / Daturik gabe;7;4;Muy buena / Oso ona;2;Muy buena / Oso ona;274;84;0;13,8;1,05
22/10/2017;18:00;;;Sin datos / Daturik gabe;13;7;Muy buena / Oso ona;2;Muy buena / Oso ona;285;82;0;14,4;3,45
22/10/2017;17:00;;;Sin datos / Daturik gabe;10;8;Muy buena / Oso ona;2;Muy buena / Oso ona;295;82;0;14,5;3,75
22/10/2017;16:00;;;Sin datos / Daturik gabe;13;10;Muy buena / Oso ona;3;Muy buena / Oso ona;287;80;0;14,9;3,44
22/10/2017;15:00;1;9;Muy buena / Oso ona;10;8;Muy buena / Oso ona;3;Muy buena / Oso ona;297;80;0;14,8;3,14
22/10/2017;14:00;1;6;Muy buena / Oso ona;7;5;Muy buena / Oso ona;3;Muy buena / Oso ona;310;79;0;14,7;2,46
22/10/2017;13:00;1;9;Muy buena / Oso ona;10;2;Muy buena / Oso ona;3;Muy buena / Oso ona;293;78;0;14,7;3,75
22/10/2017;12:00;1;6;Muy buena / Oso ona;7;2;Muy buena / Oso ona;2;Muy buena / Oso ona;273;84;0;13,9;2,66
22/10/2017;11:00;;;Sin datos / Daturik gabe;5;3;Muy buena / Oso ona;2;Muy buena / Oso ona;270;87;0;13,2;2,4
22/10/2017;10:00;;;Sin datos / Daturik gabe;7;2;Muy buena / Oso ona;2;Muy buena / Oso ona;277;91;0;12,4;2,23
22/10/2017;09:00;;;Sin datos / Daturik gabe;7;3;Muy buena / Oso ona;2;Muy buena / Oso ona;278;93;0;12,1;2,14
22/10/2017;08:00;;;Sin datos / Daturik gabe;9;3;Muy buena / Oso ona;2;Muy buena / Oso ona;293;90;0,4;12,2;3,4
22/10/2017;07:00;;;Sin datos / Daturik gabe;4;2;Muy buena / Oso ona;2;Muy buena / Oso ona;276;81;0;12,9;2,74
22/10/2017;06:00;;;Sin datos / Daturik gabe;7;6;Muy buena / Oso ona;3;Muy buena / Oso ona;281;82;0;12,8;3,33
22/10/2017;05:00;;;Sin datos / Daturik gabe;8;4;Muy buena / Oso ona;2;Muy buena / Oso ona;284;84;0;12,7;2,2
22/10/2017;04:00;;;Sin datos / Daturik gabe;6;2;Muy buena / Oso ona;3;Muy buena / Oso ona;281;90;0;12,3;2,57
22/10/2017;03:00;;;Sin datos / Daturik gabe;7;7;Muy buena / Oso ona;4;Muy buena / Oso ona;286;83;0;13,1;5,7
22/10/2017;02:00;;;Sin datos / Daturik gabe;8;7;Muy buena / Oso ona;5;Muy buena / Oso ona;284;78;0;13,8;5,46
22/10/2017;01:00;;;Sin datos / Daturik gabe;7;3;Muy buena / Oso ona;4;Muy buena / Oso ona;286;80;0;13,5;3,87
21/10/2017;24:00;;;Sin datos / Daturik gabe;7;6;Muy buena / Oso ona;4;Muy buena / Oso ona;279;81;0;13,6;4,11
21/10/2017;23:00;;;Sin datos / Daturik gabe;8;4;Muy buena / Oso ona;4;Muy buena / Oso ona;283;76;0;14,3;5,34
21/10/2017;22:00;;;Sin datos / Daturik gabe;8;9;Muy buena / Oso ona;4;Muy buena / Oso ona;285;73;0;14,8;4,47
21/10/2017;21:00;;;Sin datos / Daturik gabe;9;11;Muy buena / Oso ona;3;Muy buena / Oso ona;284;74;0;14,6;4,87
21/10/2017;20:00;;;Sin datos / Daturik gabe;9;14;Muy buena / Oso ona;5;Muy buena / Oso ona;283;74;0;15;5,38
21/10/2017;19:00;;;Sin datos / Daturik gabe;12;12;Muy buena / Oso ona;7;Muy buena / Oso ona;284;69;0;15,6;5,72
21/10/2017;18:00;;;Sin datos / Daturik gabe;8;14;Muy buena / Oso ona;4;Muy buena / Oso ona;285;65;0;16;8
21/10/2017;17:00;;;Sin datos / Daturik gabe;9;15;Muy buena / Oso ona;7;Muy buena / Oso ona;286;66;0;16,2;7,37
21/10/2017;16:00;;;Sin datos / Daturik gabe;7;19;Muy buena / Oso ona;5;Muy buena / Oso ona;292;69;0;16,5;8,57
21/10/2017;15:00;1;7;Muy buena / Oso ona;7;16;Muy buena / Oso ona;3;Muy buena / Oso ona;294;70;0;16,7;6,64
21/10/2017;14:00;1;5;Muy buena / Oso ona;6;20;Muy buena / Oso ona;3;Muy buena / Oso ona;298;74;0;16,5;6,87
21/10/2017;13:00;1;6;Muy buena / Oso ona;7;20;Muy buena / Oso ona;4;Muy buena / Oso ona;303;74;0;16,7;8,81
21/10/2017;12:00;1;10;Muy buena / Oso ona;11;13;Muy buena / Oso ona;12;Muy buena / Oso ona;291;57;0;18,4;6,56
21/10/2017;11:00;2;12;Muy buena / Oso ona;16;11;Muy buena / Oso ona;13;Muy buena / Oso ona;282;60;0;17,7;4,12
21/10/2017;10:00;1;8;Muy buena / Oso ona;10;10;Muy buena / Oso ona;3;Muy buena / Oso ona;270;69;0;16,9;1,52
21/10/2017;09:00;1;8;Muy buena / Oso ona;9;8;Muy buena / Oso ona;3;Muy buena / Oso ona;275;75;0;16;2,01
21/10/2017;08:00;;;Sin datos / Daturik gabe;8;7;Muy buena / Oso ona;4;Muy buena / Oso ona;274;83;0;14,8;3,17
