Date;Hour;Benceno (µg/m3);CO (mg/m3);CO - ICA;CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;Tolueno (µg/m3);Ortoxileno (µg/m3)
26/10/2017;01:00;;0,38;"Muy buena / ";;;62;55;Muy buena / Oso ona;151;38;Muy buena / Oso ona;21;Muy buena / Oso ona;;
25/10/2017;24:00;;0,48;"Muy buena / ";;;69;63;Muy buena / Oso ona;169;40;Muy buena / Oso ona;23;Muy buena / Oso ona;;
25/10/2017;23:00;;0,57;"Muy buena / ";;;85;71;Muy buena / Oso ona;201;42;Buena / Ona;27;Buena / Ona;;
25/10/2017;22:00;;0,71;"Muy buena / ";;;119;77;Muy buena / Oso ona;259;46;Buena / Ona;35;Buena / Ona;;
25/10/2017;21:00;;0,96;"Muy buena / ";;;188;96;Muy buena / Oso ona;385;72;Mejorable / Hobetzeko modukoa;44;Mejorable / Hobetzeko modukoa;;
25/10/2017;20:00;;;"Sin datos / ";;;266;;Sin datos / Daturik gabe;;73;Mejorable / Hobetzeko modukoa;;Sin datos / Daturik gabe;;
25/10/2017;19:00;;;"Sin datos / ";;;;;Sin datos / Daturik gabe;;51;Buena / Ona;36;Buena / Ona;;
25/10/2017;18:00;;;"Sin datos / ";;;241;132;Buena / Ona;501;32;Muy buena / Oso ona;17;Muy buena / Oso ona;;
25/10/2017;17:00;;0,28;"Muy buena / ";0,29;;19;64;Muy buena / Oso ona;94;17;Muy buena / Oso ona;10;Muy buena / Oso ona;;
25/10/2017;16:00;;0,22;"Muy buena / ";0,36;;13;45;Muy buena / Oso ona;65;4;Muy buena / Oso ona;6;Muy buena / Oso ona;;
25/10/2017;15:00;;0,14;"Muy buena / ";0,45;;3;19;Muy buena / Oso ona;23;13;Muy buena / Oso ona;5;Muy buena / Oso ona;;
25/10/2017;14:00;;0,24;"Muy buena / ";0,55;;8;30;Muy buena / Oso ona;42;10;Muy buena / Oso ona;5;Muy buena / Oso ona;;
25/10/2017;13:00;;0,27;"Muy buena / ";0,56;;9;31;Muy buena / Oso ona;46;9;Muy buena / Oso ona;5;Muy buena / Oso ona;;
25/10/2017;12:00;;0,22;"Muy buena / ";0,59;;9;32;Muy buena / Oso ona;46;24;Muy buena / Oso ona;13;Muy buena / Oso ona;;
25/10/2017;11:00;;0,26;"Muy buena / ";0,62;;21;39;Muy buena / Oso ona;72;47;Buena / Ona;28;Buena / Ona;;
25/10/2017;10:00;;0,6;"Muy buena / ";0,62;;170;80;Muy buena / Oso ona;340;47;Buena / Ona;37;Buena / Ona;;
25/10/2017;09:00;;0,79;"Muy buena / ";0,62;;235;73;Muy buena / Oso ona;433;60;Buena / Ona;36;Buena / Ona;;
25/10/2017;08:00;;0,85;"Muy buena / ";0,56;;243;74;Muy buena / Oso ona;446;77;Mejorable / Hobetzeko modukoa;38;Buena / Ona;;
25/10/2017;07:00;;0,86;"Muy buena / ";0,51;;251;64;Muy buena / Oso ona;449;47;Buena / Ona;32;Buena / Ona;;
25/10/2017;06:00;;0,67;"Muy buena / ";0,46;;198;51;Muy buena / Oso ona;354;45;Buena / Ona;25;Muy buena / Oso ona;;
25/10/2017;05:00;;0,51;"Muy buena / ";0,5;;106;39;Muy buena / Oso ona;201;52;Buena / Ona;28;Buena / Ona;;
25/10/2017;04:00;;0,41;"Muy buena / ";0,54;;76;37;Muy buena / Oso ona;153;35;Muy buena / Oso ona;22;Muy buena / Oso ona;;
25/10/2017;03:00;;0,27;"Muy buena / ";0,56;;25;39;Muy buena / Oso ona;76;28;Muy buena / Oso ona;16;Muy buena / Oso ona;;
25/10/2017;02:00;;0,27;"Muy buena / ";0,59;;32;45;Muy buena / Oso ona;93;27;Muy buena / Oso ona;22;Muy buena / Oso ona;;
25/10/2017;01:00;;0,32;"Muy buena / ";0,62;;40;45;Muy buena / Oso ona;106;29;Muy buena / Oso ona;21;Muy buena / Oso ona;;
24/10/2017;24:00;;0,34;"Muy buena / ";0,67;;27;49;Muy buena / Oso ona;90;43;Buena / Ona;20;Muy buena / Oso ona;;
24/10/2017;23:00;;0,55;"Muy buena / ";0,62;;78;59;Muy buena / Oso ona;178;52;Buena / Ona;27;Buena / Ona;;
24/10/2017;22:00;;0,95;"Muy buena / ";0,58;;195;83;Muy buena / Oso ona;381;35;Muy buena / Oso ona;25;Muy buena / Oso ona;;
24/10/2017;21:00;;0,72;"Muy buena / ";0,52;;121;82;Muy buena / Oso ona;266;25;Muy buena / Oso ona;14;Muy buena / Oso ona;;
24/10/2017;20:00;;0,51;"Muy buena / ";0,45;;71;82;Muy buena / Oso ona;190;26;Muy buena / Oso ona;15;Muy buena / Oso ona;;
24/10/2017;19:00;;0,5;"Muy buena / ";0,44;;70;84;Muy buena / Oso ona;191;38;Muy buena / Oso ona;20;Muy buena / Oso ona;;
24/10/2017;18:00;;;"Sin datos / ";0,44;;162;116;Buena / Ona;365;35;Muy buena / Oso ona;23;Muy buena / Oso ona;;
24/10/2017;17:00;;0,47;"Muy buena / ";0,4;;121;102;Buena / Ona;287;16;Muy buena / Oso ona;10;Muy buena / Oso ona;;
24/10/2017;16:00;;0,35;"Muy buena / ";0,43;;28;57;Muy buena / Oso ona;99;8;Muy buena / Oso ona;6;Muy buena / Oso ona;;
24/10/2017;15:00;;0,27;"Muy buena / ";0,48;;13;51;Muy buena / Oso ona;71;12;Muy buena / Oso ona;8;Muy buena / Oso ona;;
24/10/2017;14:00;;0,3;"Muy buena / ";0,54;;17;62;Muy buena / Oso ona;88;18;Muy buena / Oso ona;11;Muy buena / Oso ona;;
24/10/2017;13:00;;0,3;"Muy buena / ";0,54;;20;62;Muy buena / Oso ona;93;29;Muy buena / Oso ona;22;Muy buena / Oso ona;;
24/10/2017;12:00;;0,42;"Muy buena / ";0,55;;55;92;Muy buena / Oso ona;177;40;Muy buena / Oso ona;28;Buena / Ona;;
24/10/2017;11:00;;0,53;"Muy buena / ";0,53;;91;89;Muy buena / Oso ona;228;38;Muy buena / Oso ona;30;Buena / Ona;;
24/10/2017;10:00;;0,53;"Muy buena / ";0,49;;88;72;Muy buena / Oso ona;207;58;Buena / Ona;27;Buena / Ona;;
24/10/2017;09:00;;0,63;"Muy buena / ";0,49;;124;60;Muy buena / Oso ona;251;73;Mejorable / Hobetzeko modukoa;36;Buena / Ona;;
24/10/2017;08:00;;0,69;"Muy buena / ";0,42;;230;59;Muy buena / Oso ona;410;51;Buena / Ona;28;Buena / Ona;;
24/10/2017;07:00;;0,71;"Muy buena / ";;;185;57;Muy buena / Oso ona;340;33;Muy buena / Oso ona;20;Muy buena / Oso ona;;
24/10/2017;06:00;;0,45;"Muy buena / ";;;92;41;Muy buena / Oso ona;181;29;Muy buena / Oso ona;20;Muy buena / Oso ona;;
24/10/2017;05:00;;0,37;"Muy buena / ";0,29;;64;35;Muy buena / Oso ona;134;23;Muy buena / Oso ona;18;Muy buena / Oso ona;;
24/10/2017;04:00;;0,29;"Muy buena / ";0,29;;39;31;Muy buena / Oso ona;90;34;Muy buena / Oso ona;20;Muy buena / Oso ona;;
24/10/2017;03:00;;0,23;"Muy buena / ";0,29;;16;32;Muy buena / Oso ona;57;36;Muy buena / Oso ona;22;Muy buena / Oso ona;;
24/10/2017;02:00;;0,29;"Muy buena / ";0,3;;10;34;Muy buena / Oso ona;49;22;Muy buena / Oso ona;16;Muy buena / Oso ona;;
24/10/2017;01:00;;0,22;"Muy buena / ";0,29;;7;38;Muy buena / Oso ona;49;29;Muy buena / Oso ona;14;Muy buena / Oso ona;;
23/10/2017;24:00;;0,36;"Muy buena / ";0,3;;13;43;Muy buena / Oso ona;62;28;Muy buena / Oso ona;19;Muy buena / Oso ona;;
23/10/2017;23:00;;0,32;"Muy buena / ";0,28;;16;53;Muy buena / Oso ona;77;20;Muy buena / Oso ona;16;Muy buena / Oso ona;;
23/10/2017;22:00;;0,34;"Muy buena / ";0,27;;37;61;Muy buena / Oso ona;117;19;Muy buena / Oso ona;9;Muy buena / Oso ona;;
23/10/2017;21:00;;0,33;"Muy buena / ";0,26;;12;59;Muy buena / Oso ona;78;22;Muy buena / Oso ona;12;Muy buena / Oso ona;;
23/10/2017;20:00;;0,31;"Muy buena / ";0,26;;11;68;Muy buena / Oso ona;84;15;Muy buena / Oso ona;11;Muy buena / Oso ona;;
23/10/2017;19:00;;0,27;"Muy buena / ";0,27;;9;63;Muy buena / Oso ona;78;21;Muy buena / Oso ona;8;Muy buena / Oso ona;;
23/10/2017;18:00;;0,27;"Muy buena / ";0,27;;16;62;Muy buena / Oso ona;86;19;Muy buena / Oso ona;6;Muy buena / Oso ona;;
23/10/2017;17:00;;0,24;"Muy buena / ";0,28;;16;55;Muy buena / Oso ona;79;15;Muy buena / Oso ona;5;Muy buena / Oso ona;;
23/10/2017;16:00;;0,19;"Muy buena / ";0,28;;8;31;Muy buena / Oso ona;43;12;Muy buena / Oso ona;7;Muy buena / Oso ona;;
23/10/2017;15:00;;0,25;"Muy buena / ";0,3;;16;49;Muy buena / Oso ona;73;21;Muy buena / Oso ona;15;Muy buena / Oso ona;;
23/10/2017;14:00;;0,32;"Muy buena / ";0,29;;28;58;Muy buena / Oso ona;101;22;Muy buena / Oso ona;22;Muy buena / Oso ona;;
23/10/2017;13:00;;0,33;"Muy buena / ";0,29;;33;53;Muy buena / Oso ona;103;19;Muy buena / Oso ona;22;Muy buena / Oso ona;;
23/10/2017;12:00;;0,32;"Muy buena / ";0,28;;42;50;Muy buena / Oso ona;114;29;Muy buena / Oso ona;21;Muy buena / Oso ona;;
23/10/2017;11:00;;0,32;"Muy buena / ";0,26;;44;49;Muy buena / Oso ona;116;16;Muy buena / Oso ona;10;Muy buena / Oso ona;;
23/10/2017;10:00;;0,29;"Muy buena / ";0,24;;34;44;Muy buena / Oso ona;95;5;Muy buena / Oso ona;6;Muy buena / Oso ona;;
23/10/2017;09:00;;0,28;"Muy buena / ";0,23;;15;40;Muy buena / Oso ona;64;9;Muy buena / Oso ona;9;Muy buena / Oso ona;;
23/10/2017;08:00;;0,28;"Muy buena / ";0,21;;15;41;Muy buena / Oso ona;64;13;Muy buena / Oso ona;9;Muy buena / Oso ona;;
23/10/2017;07:00;;0,24;"Muy buena / ";0,2;;27;42;Muy buena / Oso ona;83;14;Muy buena / Oso ona;11;Muy buena / Oso ona;;
23/10/2017;06:00;;0,27;"Muy buena / ";0,18;;25;44;Muy buena / Oso ona;81;12;Muy buena / Oso ona;9;Muy buena / Oso ona;;
23/10/2017;05:00;;0,22;"Muy buena / ";0,17;;14;37;Muy buena / Oso ona;59;8;Muy buena / Oso ona;6;Muy buena / Oso ona;;
23/10/2017;04:00;;0,17;"Muy buena / ";0,16;;4;28;Muy buena / Oso ona;35;11;Muy buena / Oso ona;8;Muy buena / Oso ona;;
23/10/2017;03:00;;0,15;"Muy buena / ";0,16;;2;18;Muy buena / Oso ona;22;14;Muy buena / Oso ona;9;Muy buena / Oso ona;;
23/10/2017;02:00;;0,17;"Muy buena / ";0,17;;2;25;Muy buena / Oso ona;28;17;Muy buena / Oso ona;10;Muy buena / Oso ona;;
23/10/2017;01:00;;0,14;"Muy buena / ";0,17;;;;Sin datos / Daturik gabe;18;15;Muy buena / Oso ona;6;Muy buena / Oso ona;;
22/10/2017;24:00;;0,14;"Muy buena / ";0,18;;1;25;Muy buena / Oso ona;23;7;Muy buena / Oso ona;4;Muy buena / Oso ona;;
22/10/2017;23:00;;0,15;"Muy buena / ";0,18;;;;Sin datos / Daturik gabe;20;8;Muy buena / Oso ona;5;Muy buena / Oso ona;;
22/10/2017;22:00;;0,17;"Muy buena / ";0,17;;1;25;Muy buena / Oso ona;26;56;Buena / Ona;9;Muy buena / Oso ona;;
22/10/2017;21:00;;0,19;"Muy buena / ";0,17;;2;33;Muy buena / Oso ona;36;67;Mejorable / Hobetzeko modukoa;8;Muy buena / Oso ona;;
22/10/2017;20:00;;0,19;"Muy buena / ";0,16;;2;29;Muy buena / Oso ona;32;79;Mejorable / Hobetzeko modukoa;7;Muy buena / Oso ona;;
22/10/2017;19:00;;0,21;"Muy buena / ";0,15;;7;38;Muy buena / Oso ona;49;12;Muy buena / Oso ona;6;Muy buena / Oso ona;;
22/10/2017;18:00;;0,18;"Muy buena / ";0,14;;7;36;Muy buena / Oso ona;47;5;Muy buena / Oso ona;6;Muy buena / Oso ona;;
22/10/2017;17:00;;0,16;"Muy buena / ";0,13;;9;33;Muy buena / Oso ona;47;97;Mejorable / Hobetzeko modukoa;5;Muy buena / Oso ona;;
22/10/2017;16:00;;0,16;"Muy buena / ";0,12;;4;20;Muy buena / Oso ona;26;57;Buena / Ona;3;Muy buena / Oso ona;;
22/10/2017;15:00;;0,12;"Muy buena / ";0,11;;;;Sin datos / Daturik gabe;6;7;Muy buena / Oso ona;2;Muy buena / Oso ona;;
22/10/2017;14:00;;0,12;"Muy buena / ";0,11;;1;6;Muy buena / Oso ona;8;10;Muy buena / Oso ona;1;Muy buena / Oso ona;;
22/10/2017;13:00;;0,11;"Muy buena / ";0,11;;1;4;Muy buena / Oso ona;6;11;Muy buena / Oso ona;0;Muy buena / Oso ona;;
22/10/2017;12:00;;0,12;"Muy buena / ";0,11;;1;7;Muy buena / Oso ona;9;12;Muy buena / Oso ona;4;Muy buena / Oso ona;;
22/10/2017;11:00;;0,11;"Muy buena / ";0,11;;1;6;Muy buena / Oso ona;8;8;Muy buena / Oso ona;2;Muy buena / Oso ona;;
22/10/2017;10:00;;0,12;"Muy buena / ";0,11;;1;10;Muy buena / Oso ona;12;8;Muy buena / Oso ona;5;Muy buena / Oso ona;;
22/10/2017;09:00;;0,1;"Muy buena / ";;;1;9;Muy buena / Oso ona;11;9;Muy buena / Oso ona;4;Muy buena / Oso ona;;
